true_value,predicted_value
0.306,0.0
2.991,0.0
4.19,12.090183200766202
4.118,0.0
5.074,53.35782319559436
2.534,0.0
1.847,0.0
1.721,19.692441102501586
1.557,15.640469088968144
0.649,0.0
0.85,2.3157733256303863
2.362,11.365766303937464
0.719,2.51904008735707
0.911,0.0
0.366,0.0
0.768,0.0
1.257,14.329542508808874
0.844,0.0
0.407,0.0
0.344,4.196167545212632
2.343,30.56280557821222
3.398,0.0
6.037,13.222163487850963
7.869,3.7483337870193383
11.64,50.14618600830888
15.232,12.841605148435548
13.703,33.36451834284449
10.783,0.0
25.873,54.042623497738006
20.646,27.610512167486363
22.953,0.0
21.922,13.736857511944276
22.528,11.717155852844233
20.235,26.96681786435932
21.199,53.987376213161795
16.481,0.0
13.456,0.0
11.713,22.35870915926653
11.984,5.6897200597160795
9.869,63.75599326785121
7.928,20.341142991750445
7.089,7.030738042481369
5.981,4.696905790521433
5.266,18.88271559880296
5.312,34.63598422211041
6.011,40.79155605300778
7.402,10.312368723265203
8.219,17.03538684617147
7.322,0.0
9.295,0.0
10.443,35.01307308191298
8.552,0.0
8.817,7.559521995006033
13.861,0.0
12.836,30.96967028443303
12.355,0.0
12.963,18.407065891866136
16.453,54.30251870369979
17.558,0.0
16.082,18.532444490269153
14.646,0.0
17.953,15.341328041167008
21.446,39.00959321692629
19.343,30.411779974275497
22.882,0.0
27.544,62.2795430295091
31.679,45.68246496803659
32.729,24.00724779573475
42.872,47.84635343900362
46.224,62.5403140833888
49.062,41.72284541654436
58.231,55.74819602257168
65.012,85.86350913221204
71.573,89.8212880070707
76.593,63.92013190208622
74.025,86.76522580034516
75.657,95.46668632273955
80.94,87.44328373510413
80.361,85.44195533092449
73.988,96.0
87.003,67.00567920721915
91.604,76.75386732613725
88.485,96.0
62.724,44.71412290454409
50.498,54.76647934096004
55.708,23.084017804491886
51.073,13.59482876643095
60.691,59.682923168513874
40.934,44.27152194869084
37.409,61.82935492501481
54.239,63.52763286215557
62.906,68.17540849877888
60.056,57.25963623948519
66.087,95.64726696216267
56.274,14.750827566968084
44.941,42.8704115854258
30.878,38.23073207514358
34.001,29.677677037145394
37.059,43.7075826373135
39.126,41.90029397060808
32.874,44.6673241697263
36.051,41.76775731858437
38.579,23.263313450710385
30.298,29.660503302637135
35.763,32.23859927410528
26.61,21.66611856581658
2.865,0.0
6.857,0.0
69.426,61.74119795737521
71.558,42.13685031120569
76.348,81.23023763080965
71.131,73.36951930408406
73.445,28.67001908002905
73.242,85.9141564134208
78.977,79.70432423780039
80.913,57.69843373759908
77.725,74.75098952957657
72.18,65.10752495915868
68.161,70.94141936227673
56.635,48.20608887201357
63.491,52.83710185589236
60.135,22.235276236786802
63.283,72.91755179651464
59.293,49.28878867729227
65.037,5.615633831090186
65.086,55.19026477841192
54.306,45.89029454124473
58.088,41.49931067392342
63.135,69.85019941718035
70.833,59.22719510131512
74.041,41.233776448827435
76.589,28.969039111499164
75.052,58.83723630186294
76.414,84.62405006439221
72.485,79.16670060597485
74.891,53.78447558030133
74.031,82.34232697304985
83.332,77.72643519236956
82.085,52.29599361127935
88.016,89.13093032679421
88.848,96.0
82.806,96.0
83.025,85.43560016787376
83.909,96.0
86.931,96.0
82.703,82.63607628027906
79.78,70.87699614698072
82.991,81.78029165034063
75.074,96.0
70.021,29.81195586991815
76.051,84.74914779253804
73.969,15.836616299735496
67.284,52.180197282611964
63.277,54.7743280483284
65.172,61.93433571580817
69.56,86.04185524420032
70.417,96.0
68.994,51.446134548805745
69.644,63.93384622576687
73.735,56.44019787699695
73.921,59.50151059514473
72.35,78.59205180140712
74.087,56.645854847672354
77.053,74.23952810456692
68.908,48.319001721608004
69.479,70.37610634911127
76.877,92.16745495169212
77.068,62.48365734833671
77.765,85.58938983400002
76.754,73.5156349264338
77.633,55.187797734911754
74.699,39.902115451153485
74.866,96.0
73.762,96.0
66.211,61.58693045415249
62.809,57.628670899446014
63.878,63.30015080067316
71.232,86.64839425097492
55.796,48.141613259226226
56.11,14.441698164608063
56.629,61.36569504496454
59.053,96.0
54.752,16.463977557743682
52.732,77.9012097032432
49.511,34.203880908454266
39.232,39.53926187721643
30.336,10.275616400055934
30.929,32.83947284479754
27.093,32.44399592460482
21.05,0.0
18.898,0.0
16.857,0.0
13.616,19.532032214603042
8.185,16.21696194426064
7.887,0.0
6.943,6.61925774378582
2.308,10.170530657239715
3.575,0.0
6.513,0.0
10.264,7.295905483521917
11.746,23.98803030034709
18.781,27.56262171766759
24.199,11.40806311220312
22.16,34.485961434480785
22.843,0.0
25.993,25.094871901682705
31.6,21.33379177233821
34.805,53.36358774772826
35.443,70.23783468769818
37.825,18.223574116297307
36.019,44.704589400374786
37.152,13.223410190099543
29.182,31.968078794776773
33.971,40.45050388628749
36.122,20.744279880383978
41.919,40.5616225255663
42.073,27.55202211475168
39.485,0.0
38.94,45.941552496057156
42.794,51.61750202103083
41.837,40.03718796367274
39.971,48.49133368293175
38.302,52.299670594934625
33.335,43.18839531419618
35.447,42.610743901921644
35.238,27.676402274047263
35.715,20.33532447433526
35.25,37.5205585972419
33.892,0.0
28.491,36.457039341362965
25.784,37.40356178065275
25.54,46.61940230888767
31.199,52.722486317446666
30.887,41.71221118334661
29.033,46.56984814404845
28.349,22.812541436558323
22.586,29.13130977589757
20.553,0.0
20.534,26.952239134039424
17.557,11.215680448258635
17.496,16.77568159264668
19.866,2.710825635818974
18.338,1.9357543423065557
16.604,2.4570052756396628
13.414,13.090397689884185
