true_value,predicted_value
0.863,0.0
0.241,35.535202712551076
0.097,9.053013664452786
0.072,0.0
0.063,0.0
0.083,0.0
0.081,12.96325870964184
0.068,0.0
0.306,0.0
2.991,39.04509626100884
4.19,0.0
4.118,0.0
5.074,47.276519469343214
2.534,20.126332788223355
1.847,13.163175272315822
1.721,16.00008378476612
1.557,38.70054519048
0.649,50.03007349831116
0.85,0.0
2.362,46.19009764963897
0.719,0.0
0.911,0.0
0.366,23.977107876325608
0.768,0.0
1.257,0.0
0.844,0.0
0.407,6.756572591231272
0.344,52.477766863675285
2.343,37.447444903218894
3.398,0.0
6.037,0.0
7.869,0.0
11.64,0.0
15.232,2.947809804017778
13.703,21.965990091183116
10.783,0.0
25.873,34.90297102787505
20.646,43.952906161923025
22.953,61.05570547953306
21.922,47.95651103628689
22.528,11.833436677264409
20.235,30.248214906500635
21.199,0.0
16.481,55.91635668359237
13.456,18.07829139294517
11.713,0.0
11.984,0.0
9.869,0.0
7.928,19.28697179458971
7.089,7.6248539071155585
5.981,7.394193225883306
5.266,51.958516743035766
5.312,16.60154791491305
6.011,0.9471611503083421
7.402,0.0
8.219,0.0
7.322,10.001022207589399
9.295,20.487156166733733
10.443,13.882767086262636
8.552,53.50480814712542
8.817,0.0
13.861,30.01015402703939
12.836,0.0
12.355,0.0
12.963,72.72701880640724
16.453,71.6359410410611
17.558,51.828139026427706
16.082,26.995179672260157
14.646,0.0
17.953,69.88868419500854
21.446,21.264897662538647
19.343,32.76167854238039
22.882,35.38789361840401
27.544,61.48090193913272
31.679,20.118052625761344
32.729,23.660632482122235
42.872,62.5241382955261
46.224,43.850558241940476
49.062,38.97769565924379
58.231,30.99216794125265
65.012,28.21197025939596
71.573,21.25393248885495
76.593,58.63046508546397
74.025,65.5815813983341
75.657,59.333846780980224
80.94,61.91069068350599
80.361,72.69793449490706
73.988,96.0
87.003,93.40778564241444
91.604,96.0
88.485,81.45894918249253
62.724,85.68395217598687
50.498,84.08241711882134
55.708,68.97304337458391
51.073,96.0
60.691,35.51971878440432
40.934,39.5246885470735
37.409,12.12123720725926
54.239,29.28227397536228
62.906,62.300912514540144
60.056,85.38373777982987
66.087,51.35811420163954
56.274,47.468474801503255
44.941,66.32299798566076
30.878,15.057479756337937
34.001,58.12487886785155
37.059,56.79976671579675
39.126,34.540892378771815
32.874,15.449379916975268
36.051,27.126306957246086
38.579,96.0
30.298,16.790798688572075
35.763,1.332407022115106
26.61,0.0
2.865,4.913943562399865
6.857,48.14165048662581
69.426,50.619198064487165
71.558,80.07646020366579
76.348,96.0
71.131,64.11376907804275
73.445,52.30752059527414
73.242,61.61937653504953
78.977,86.67301320910896
80.913,96.0
77.725,90.25957296482376
72.18,96.0
68.161,31.258526278190452
56.635,31.400294816414323
63.491,96.0
60.135,84.41861574149678
63.283,80.42539646942774
59.293,43.40812257028651
65.037,14.982828369467924
65.086,49.44263024280043
54.306,94.56095215188483
58.088,86.09076613753835
63.135,22.864968266547372
70.833,60.26040458264708
74.041,96.0
76.589,48.573211403842805
75.052,71.67960621011026
76.414,77.34207449582416
72.485,87.63711343069814
74.891,96.0
74.031,96.0
83.332,50.03194423782183
82.085,96.0
88.016,84.97309056334977
88.848,76.72056740165414
82.806,96.0
83.025,84.11926396798309
83.909,51.41641790948952
86.931,60.86951925631135
82.703,50.0877224189213
79.78,96.0
82.991,90.53421712104655
75.074,21.56272398878101
70.021,15.258869286928942
76.051,9.497497963865257
73.969,83.71981894857792
67.284,96.0
63.277,36.176394519879544
65.172,32.556371759261275
69.56,77.85366090746318
70.417,40.284725159224394
68.994,62.30767684692661
69.644,66.3382208050586
73.735,73.31290993854688
73.921,67.51918220554126
72.35,96.0
74.087,87.70498019329082
77.053,53.22859961592023
68.908,96.0
69.479,39.664334382742176
76.877,96.0
77.068,0.0
77.765,70.62103236803662
76.754,36.389492756888764
77.633,57.01052346863009
74.699,96.0
74.866,96.0
73.762,93.40972769622519
66.211,76.08860015282471
62.809,0.0
63.878,94.21927527881978
71.232,30.472892896213466
55.796,34.883189714070284
56.11,46.08382316715469
56.629,94.49788041095917
59.053,23.739668272838216
54.752,96.0
52.732,66.35686703010887
49.511,18.842670446451088
39.232,0.0
30.336,0.0
30.929,68.392218450122
27.093,34.50160929942777
21.05,39.24865768638073
18.898,0.0
16.857,0.0
13.616,2.339584248441131
8.185,13.48000075776804
7.887,29.635494753712166
6.943,9.059049878457158
2.308,6.999762407283985
3.575,36.17915279102532
6.513,21.609009023315117
10.264,19.26395786859101
11.746,19.116718683768546
18.781,1.3079680327481746
24.199,0.0
22.16,18.303512395522983
22.843,0.0
25.993,51.398528792096066
31.6,62.39320341730213
34.805,34.747930112135464
35.443,34.62710459973355
37.825,29.90052563847333
36.019,32.83228675493148
37.152,91.4190005359672
29.182,39.44476004775918
33.971,34.442602367677885
36.122,32.01167214225338
41.919,13.09634596922968
42.073,33.30133642515314
39.485,0.0
38.94,44.43206241495026
42.794,39.35430568073703
41.837,36.362909407753655
39.971,44.80423389136927
38.302,50.7204679616696
33.335,59.880725201892716
35.447,28.99839609732
35.238,42.93387431484251
35.715,40.55610306907024
35.25,96.0
33.892,77.68361943123776
28.491,28.79442832729544
25.784,4.5995582778679776
25.54,17.200560354459157
31.199,50.149497832993674
30.887,96.0
29.033,61.60809050025309
28.349,0.0
22.586,65.55792039657081
20.553,0.4371255505372993
20.534,12.309020340401554
17.557,8.55618243551205
17.496,5.092615252376861
19.866,0.0
18.338,0.0
16.604,0.21370703197487018
13.414,20.375879317500793
